source_group,target_group,lambda,gamma,selected_beta,selected_assignment_rate,selected_ivs,selected_rsm_pearson,selected_relative_perturbation,baseline_frontier_beta,baseline_assignment_rate,baseline_ivs,baseline_rsm_pearson,baseline_relative_perturbation,delta_ivs_vs_baseline,delta_perturbation_vs_baseline,delta_assignment_vs_baseline
definition,analogy,20.0,0.0,0.75,1.0,0.005575501420701512,0.9944244985792985,0.3675769567489624,0.75,1.0,0.005575501420701512,0.9944244985792985,0.3675769567489624,0.0,0.0,0.0
definition,analogy,20.0,0.05,0.75,1.0,0.005575501420701512,0.9944244985792985,0.3675769567489624,0.75,1.0,0.005575501420701512,0.9944244985792985,0.3675769567489624,0.0,0.0,0.0
definition,analogy,20.0,0.1,0.75,1.0,0.005575501420701512,0.9944244985792985,0.3675769567489624,0.75,1.0,0.005575501420701512,0.9944244985792985,0.3675769567489624,0.0,0.0,0.0
definition,analogy,20.0,0.2,0.75,1.0,0.005575501420701512,0.9944244985792985,0.3675769567489624,0.75,1.0,0.005575501420701512,0.9944244985792985,0.3675769567489624,0.0,0.0,0.0
definition,analogy,50.0,0.0,0.75,1.0,0.005575501420701512,0.9944244985792985,0.3675769567489624,0.75,1.0,0.005575501420701512,0.9944244985792985,0.3675769567489624,0.0,0.0,0.0
definition,analogy,50.0,0.05,0.75,1.0,0.005575501420701512,0.9944244985792985,0.3675769567489624,0.75,1.0,0.005575501420701512,0.9944244985792985,0.3675769567489624,0.0,0.0,0.0
definition,analogy,50.0,0.1,0.75,1.0,0.005575501420701512,0.9944244985792985,0.3675769567489624,0.75,1.0,0.005575501420701512,0.9944244985792985,0.3675769567489624,0.0,0.0,0.0
definition,analogy,50.0,0.2,0.75,1.0,0.005575501420701512,0.9944244985792985,0.3675769567489624,0.75,1.0,0.005575501420701512,0.9944244985792985,0.3675769567489624,0.0,0.0,0.0
definition,analogy,100.0,0.0,0.75,1.0,0.005575501420701512,0.9944244985792985,0.3675769567489624,0.75,1.0,0.005575501420701512,0.9944244985792985,0.3675769567489624,0.0,0.0,0.0
definition,analogy,100.0,0.05,0.75,1.0,0.005575501420701512,0.9944244985792985,0.3675769567489624,0.75,1.0,0.005575501420701512,0.9944244985792985,0.3675769567489624,0.0,0.0,0.0
definition,analogy,100.0,0.1,0.75,1.0,0.005575501420701512,0.9944244985792985,0.3675769567489624,0.75,1.0,0.005575501420701512,0.9944244985792985,0.3675769567489624,0.0,0.0,0.0
definition,analogy,100.0,0.2,0.5,0.6666666666666666,0.0023973826868903814,0.9976026173131096,0.2450512796640396,0.75,1.0,0.005575501420701512,0.9944244985792985,0.3675769567489624,-0.0031781187338111305,-0.12252567708492279,-0.33333333333333337
